Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
1-259-11907-6,44557,Coffee,6/11/2022,Coca-Cola,Coffee,845,9877,5549,4328,Ryan Johnson,South Carolina,New Destiny
0-568-45162-7,46545,Coffee,10/12/2022,Dr. Pepper,Coffee,262,2447,2732,-285,David Charles,Mississippi,North Sara
0-295-85305-0,2875,Green Tea,12/23/2022,Dr. Pepper,Tea,143,7042,7820,-778,Robert Bowman,New Jersey,West Sherylland
0-349-27761-3,29671,Lemonade,11/29/2022,Dr. Pepper,Soft Drink,152,6797,2828,3969,Leslie Nelson,Wisconsin,Staceymouth
0-599-98217-9,42034,Beer,5/5/2021,Dr. Pepper,Alcoholic,225,8870,3972,4898,Christopher Jones,California,Hernandezfurt
1-09-313511-5,92925,Wine,6/25/2022,Dr. Pepper,Alcoholic,977,6852,1761,5091,Matthew Evans,Iowa,Port Timothyberg
0-651-63259-5,79006,Cola,7/3/2021,Coca-Cola,Soft Drink,569,6158,5866,292,Daniel Carey,Washington,New Jeffrey
0-431-44068-9,88079,Vodka,11/6/2020,Coca-Cola,Alcoholic,695,2921,5045,-2124,Malik Mejia,North Dakota,Dianehaven
0-09-491640-3,68063,Black Tea,2/1/2020,Dr. Pepper,Tea,826,3897,7338,-3441,Lisa Baker,Mississippi,Chavezton
1-253-75553-1,15285,Cola,1/1/2023,Pepsi,Soft Drink,913,7178,6647,531,Sarah Elliott,Alaska,West Williamside
1-130-08123-0,70966,Cola,5/3/2020,Coca-Cola,Soft Drink,517,7270,4584,2686,Melissa Mitchell,South Dakota,North Randy
0-695-76058-0,55322,Wine,6/7/2022,Coca-Cola,Alcoholic,145,2914,4469,-1555,Alec Cervantes,Arizona,Alexanderport
1-359-81433-7,82005,Herbal Tea,8/28/2020,Pepsi,Tea,730,8343,2986,5357,Mark Burns,South Carolina,Escobarstad
0-88389-198-0,78060,Cola,4/8/2020,Dr. Pepper,Soft Drink,614,5226,7354,-2128,Larry Allen,Colorado,East Sarah
0-504-42883-7,21784,Vodka,5/23/2023,Pepsi,Alcoholic,416,4649,3223,1426,Mark Brown,Arizona,Darrellshire
0-7804-8731-1,91405,Herbal Tea,4/10/2022,Pepsi,Tea,107,7625,6129,1496,Tyler Ford,Maryland,Port Jerry
0-529-23469-6,55483,Vodka,7/12/2020,Dr. Pepper,Alcoholic,569,6320,726,5594,Tiffany Jones,Arkansas,New Kristin
0-576-80032-5,59877,Cola,1/4/2020,Pepsi,Soft Drink,881,8907,5602,3305,Amy Moore,Arkansas,Port Johnport
1-102-59709-0,5228,Energy Drink,11/28/2021,Pepsi,Soft Drink,499,8170,4644,3526,Rebecca Rollins,Oregon,Lake Charlesport
1-4980-4949-4,20022,Beer,2/21/2020,Dr. Pepper,Alcoholic,279,3834,1319,2515,Andre Trevino,South Carolina,New Rachel
1-971310-62-X,97889,Beer,4/11/2023,Dr. Pepper,Alcoholic,449,2520,7417,-4897,Tyler Koch,Alaska,Henryhaven
0-9649737-1-5,58555,Wine,6/25/2021,Dr. Pepper,Alcoholic,728,7198,7650,-452,Michael Wolf,North Carolina,Suttontown
0-619-97319-6,5124,Herbal Tea,11/28/2022,Dr. Pepper,Tea,729,6929,1221,5708,Randy Reid,North Dakota,Kennedyfurt
1-7390092-2-3,64937,Energy Drink,7/11/2023,Dr. Pepper,Soft Drink,252,5912,2557,3355,Jesse Young,Missouri,Lake Daniel
0-512-78566-X,48835,Black Tea,3/23/2023,Coca-Cola,Tea,996,4234,5388,-1154,Heather Montoya,New Hampshire,Lake Kimberly
0-446-61896-9,4288,Cola,7/2/2020,Dr. Pepper,Soft Drink,172,4189,4913,-724,David Williams,Wyoming,Sandovalmouth
0-574-62393-0,19861,Beer,5/6/2021,Dr. Pepper,Alcoholic,881,6566,5296,1270,Charles Phillips,Arkansas,North Kennethside
1-893192-11-3,48416,Green Tea,5/24/2021,Coca-Cola,Tea,911,4254,6071,-1817,Joseph Carroll,California,West Tommyview
1-78899-516-3,27278,Energy Drink,11/13/2021,Pepsi,Soft Drink,195,7362,1701,5661,Stephanie Horton,Texas,Shannonmouth
1-55852-592-0,28850,Herbal Tea,1/13/2021,Coca-Cola,Tea,546,5754,1758,3996,Robert Cuevas,New Mexico,Mariaview
1-103-85220-5,29192,Energy Drink,5/27/2022,Pepsi,Soft Drink,417,1746,4383,-2637,Tabitha Aguilar,North Dakota,Mistyberg
0-238-04497-1,38140,Cola,4/21/2023,Pepsi,Soft Drink,999,9659,2448,7211,John Bautista,California,New George
1-06-149445-4,40435,Lemonade,4/8/2021,Coca-Cola,Soft Drink,310,8782,3741,5041,Jamie Taylor,Delaware,Angelfurt
0-8482-8286-8,85763,Lemonade,10/30/2022,Coca-Cola,Soft Drink,323,2193,2552,-359,David Russell,South Dakota,Adamschester
1-75511-927-5,58434,Wine,2/5/2023,Coca-Cola,Alcoholic,783,7759,4391,3368,Desiree Howell,Vermont,Nicholasstad
1-5032-5883-1,58322,Black Tea,1/25/2023,Dr. Pepper,Tea,143,2113,2362,-249,Jennifer Hudson,North Dakota,Donaldfurt
0-326-01322-9,83026,Black Tea,1/10/2022,Dr. Pepper,Tea,733,7831,1247,6584,Kevin Avery,Kansas,Grahamton
0-450-84733-0,70315,Cola,12/3/2022,Pepsi,Soft Drink,664,1084,4786,-3702,Amanda Williams,Rhode Island,West Victor
1-955203-71-7,89157,Wine,3/30/2023,Coca-Cola,Alcoholic,569,9275,1736,7539,Yvonne Day,California,Keithchester
1-4469-7556-8,20009,Green Tea,12/9/2020,Coca-Cola,Tea,438,2597,4081,-1484,Nicholas Mcbride,Idaho,Diazshire
1-997942-93-3,7150,Lemonade,10/1/2020,Coca-Cola,Soft Drink,381,6266,800,5466,Erica Taylor,South Carolina,New Jameshaven
1-06-875253-X,6238,Cola,5/23/2022,Dr. Pepper,Soft Drink,721,5401,7608,-2207,Susan Fisher,North Carolina,Jacksonchester
0-12-513880-6,3576,Black Tea,7/29/2023,Dr. Pepper,Tea,829,7931,714,7217,Nicole Simon,Idaho,Sandrabury
0-618-67052-1,57464,Beer,10/21/2022,Dr. Pepper,Alcoholic,159,9900,7459,2441,Matthew Henderson,Washington,Kathyville
1-190-07419-2,94199,Black Tea,7/6/2021,Pepsi,Tea,277,7551,7158,393,Amber King,New York,Valeriehaven
1-918696-91-8,59147,Cola,11/27/2020,Dr. Pepper,Soft Drink,100,8440,4282,4158,Ashley Beltran,Ohio,Mayermouth
0-947188-34-7,3716,Herbal Tea,3/12/2020,Coca-Cola,Tea,374,3238,6303,-3065,Marissa Walker,Tennessee,Lesliemouth
1-80170-223-3,8777,Green Tea,10/2/2021,Dr. Pepper,Tea,910,2486,6402,-3916,Samuel Parker,Colorado,Mitchellchester
0-441-37794-7,50359,Vodka,6/27/2022,Dr. Pepper,Alcoholic,417,3209,5070,-1861,Sydney Ferguson,Virginia,Danielborough
0-433-66762-1,68115,Wine,3/5/2021,Coca-Cola,Alcoholic,142,1065,569,496,Richard Brooks,Ohio,South Tracymouth
1-9839-7814-0,29432,Green Tea,2/27/2022,Pepsi,Tea,238,3910,5667,-1757,Brian Smith,North Carolina,Rebeccabury
1-102-96766-1,82419,Cola,3/27/2023,Dr. Pepper,Soft Drink,719,8699,7929,770,Tracy Warren,Illinois,Chapmanstad
1-877657-53-0,99569,Green Tea,4/19/2021,Pepsi,Tea,643,3254,7817,-4563,Victor Hughes,South Dakota,Roberthaven
0-7827-9212-X,89133,Cola,9/3/2022,Coca-Cola,Soft Drink,155,8898,1284,7614,Eric Rios,Alaska,Garciastad
1-01-924485-2,20010,Vodka,7/11/2020,Pepsi,Alcoholic,867,9823,5269,4554,Marie Holt,Colorado,Port Robertchester
1-71905-232-8,4004,Green Tea,1/30/2021,Coca-Cola,Tea,881,4569,1106,3463,Nicholas Fisher,Colorado,Tammyburgh
1-146-33155-X,38419,Vodka,11/15/2020,Dr. Pepper,Alcoholic,664,1592,4309,-2717,Melissa Barnes,North Carolina,West Jenniferburgh
1-83487-453-X,70301,Wine,5/4/2022,Pepsi,Alcoholic,357,4682,5804,-1122,Janet Maxwell,Vermont,Lake Gina
1-268-33191-0,78836,Vodka,4/28/2022,Coca-Cola,Alcoholic,305,8741,4505,4236,Lisa Smith,Georgia,Hernandezberg
0-7720-1879-0,8660,Coffee,2/21/2021,Coca-Cola,Coffee,283,2272,4028,-1756,Kara Jimenez,Kentucky,North Lisaberg
0-9511101-8-7,46416,Lemonade,2/22/2023,Dr. Pepper,Soft Drink,547,2965,748,2217,Amy Wright,Hawaii,Lake Karen
1-85003-288-2,61776,Green Tea,7/7/2022,Dr. Pepper,Tea,644,6737,7245,-508,Renee Cobb,Delaware,North Sean
0-8466-0122-2,16964,Coffee,7/10/2020,Pepsi,Coffee,517,4726,1927,2799,Andrea Thompson,Montana,Greenborough
0-312-58788-0,66486,Coffee,12/1/2021,Coca-Cola,Coffee,985,5394,4644,750,Dominique Gomez,Kansas,South Katherine
1-07-693431-5,30622,Cola,3/1/2021,Pepsi,Soft Drink,424,4170,2842,1328,Brandon Pena,Kentucky,North Ricardo
1-66475-549-7,41336,Wine,12/4/2020,Dr. Pepper,Alcoholic,253,7679,5298,2381,Nicole Adkins,Utah,Smithfort
1-4837-4440-X,73078,Cola,4/30/2023,Dr. Pepper,Soft Drink,132,9964,4912,5052,Denise Fields,Minnesota,Normastad
0-7932-5299-7,87942,Vodka,8/18/2022,Pepsi,Alcoholic,999,5793,3732,2061,Eric Lyons,Kentucky,West Kristie
0-629-03562-8,84417,Green Tea,8/8/2020,Dr. Pepper,Tea,260,7769,3426,4343,Jorge Mckenzie,Ohio,Lauriefurt
1-9796-4660-0,50861,Black Tea,2/16/2021,Dr. Pepper,Tea,892,7664,3069,4595,David Walker,Mississippi,North Nicholas
1-62979-107-5,2828,Black Tea,1/19/2023,Dr. Pepper,Tea,720,7559,7792,-233,Ashley Grant,South Dakota,Berrychester
1-79137-745-9,41966,Green Tea,8/29/2022,Pepsi,Tea,769,5233,6454,-1221,Toni Mccall,Kentucky,North Juanshire
0-17-321602-1,58153,Green Tea,3/2/2021,Dr. Pepper,Tea,661,7872,7844,28,Rebecca Thompson,Rhode Island,Justinhaven
0-554-45012-7,97116,Herbal Tea,9/4/2020,Pepsi,Tea,270,5583,1201,4382,Ryan Garcia,Wyoming,Ronaldfurt
0-603-51789-7,40217,Herbal Tea,4/18/2022,Pepsi,Tea,705,5863,7101,-1238,Shawn Johnson,Delaware,Davidsonport
1-00-878004-9,38871,Wine,1/21/2021,Dr. Pepper,Alcoholic,936,4568,5521,-953,Claudia Wright,New Mexico,Port Cindy
0-9929393-6-4,88299,Beer,2/6/2023,Coca-Cola,Alcoholic,620,8056,1723,6333,Rachel Johnson,Nebraska,North Ericfort
0-686-13607-1,59541,Herbal Tea,9/9/2022,Pepsi,Tea,411,6077,5179,898,Eric Robertson,Alaska,Saramouth
1-08-076344-9,45497,Green Tea,5/3/2020,Coca-Cola,Tea,724,8019,5717,2302,Mark Dunn,Massachusetts,Snyderchester
0-521-18752-4,4685,Green Tea,7/20/2022,Pepsi,Tea,972,3153,5245,-2092,Michael Bernard,California,Chloestad
1-9870-9914-1,86023,Energy Drink,3/20/2021,Coca-Cola,Soft Drink,218,2464,6423,-3959,Cory Johnson,South Carolina,Evansside
1-81011-175-7,52743,Wine,7/16/2021,Dr. Pepper,Alcoholic,877,3404,4498,-1094,Jennifer Walters,Nevada,South Deanna
1-7374222-1-2,59202,Wine,3/31/2020,Dr. Pepper,Alcoholic,381,1042,3653,-2611,Samantha Brown,Iowa,Lake Christine
0-427-72053-2,28625,Herbal Tea,9/17/2021,Coca-Cola,Tea,881,4234,1554,2680,Dylan Jackson,Florida,Lake Dawn
0-511-24727-3,46641,Vodka,3/13/2022,Coca-Cola,Alcoholic,792,5511,880,4631,Sara Cooke,Minnesota,Laurentown
0-421-75121-5,20001,Lemonade,7/8/2020,Pepsi,Soft Drink,935,6318,3052,3266,Timothy Ross,West Virginia,North Devin
0-7551-4717-0,68109,Herbal Tea,12/5/2020,Coca-Cola,Tea,758,2835,4608,-1773,James Allen,Rhode Island,Longbury
1-4024-7898-4,77842,Green Tea,6/29/2022,Coca-Cola,Tea,586,9537,7400,2137,Mr. Thomas Hensley,South Dakota,Christinaland
0-00-008362-3,19444,Green Tea,3/7/2021,Pepsi,Tea,445,6136,7677,-1541,Jaime Jones,Ohio,South Marcus
1-69627-725-6,15390,Beer,12/22/2021,Dr. Pepper,Alcoholic,800,4793,6198,-1405,Justin Walker,Michigan,Chavezborough
0-463-92453-3,42426,Energy Drink,10/30/2021,Pepsi,Soft Drink,477,5256,5879,-623,Robin Nichols,Nebraska,Darrenmouth
0-07-996164-9,1928,Vodka,9/6/2022,Coca-Cola,Alcoholic,428,6638,5980,658,Arthur Johnston,South Dakota,Dawnshire
0-623-81207-X,81408,Green Tea,4/4/2022,Dr. Pepper,Tea,522,6308,3165,3143,Rebecca Deleon,California,Anthonychester
0-445-75332-3,51298,Cola,4/7/2022,Dr. Pepper,Soft Drink,649,2478,4867,-2389,Judy Barton,Texas,New Matthew
1-07-657094-1,38948,Beer,4/2/2021,Coca-Cola,Alcoholic,672,2646,1499,1147,Robert Cisneros,Mississippi,South Tiffanyshire
1-292-51091-9,5177,Lemonade,5/25/2023,Coca-Cola,Soft Drink,344,9956,4988,4968,Tammy Davidson,New Hampshire,Duncanburgh
1-243-26157-9,6294,Black Tea,10/27/2020,Dr. Pepper,Tea,125,8225,722,7503,Jacqueline Clay,Arkansas,Jonathanbury
0-295-54935-1,58613,Vodka,7/23/2021,Dr. Pepper,Alcoholic,376,3768,5953,-2185,David Edwards,Florida,Abbottshire
0-562-74445-2,19964,Vodka,9/23/2020,Dr. Pepper,Alcoholic,697,2891,2005,886,Charles Thompson,Florida,Darrenside
1-331-96060-6,20008,Lemonade,2/5/2021,Dr. Pepper,Soft Drink,242,6896,6776,120,Linda Rivera,Massachusetts,Millerstad
1-5282-9434-3,58085,Black Tea,8/13/2020,Dr. Pepper,Tea,332,5486,5807,-321,Sarah Austin,Texas,Tammyville
1-288-11875-9,41276,Energy Drink,10/19/2021,Coca-Cola,Soft Drink,565,5714,5246,468,Heidi Navarro,Indiana,Woodardview
1-62473-457-X,86502,Beer,4/28/2023,Pepsi,Alcoholic,667,3780,6650,-2870,Luke Carpenter,Wisconsin,North Matthewstad
0-499-50136-5,96733,Herbal Tea,9/12/2020,Dr. Pepper,Tea,842,5065,3765,1300,Aaron Johnson,New Hampshire,New Samuelchester
1-883348-26-9,27038,Lemonade,2/27/2022,Pepsi,Soft Drink,798,6691,5304,1387,Candice Sharp,Massachusetts,Torrestown
1-181-57446-3,63874,Lemonade,3/22/2023,Coca-Cola,Soft Drink,962,6774,2716,4058,Mr. David Ryan MD,Hawaii,Bridgestown
0-8270-5641-9,66544,Vodka,1/31/2021,Pepsi,Alcoholic,418,3701,6112,-2411,Michael Martinez,Arkansas,North Bradley
1-7395090-1-3,28786,Wine,7/15/2023,Coca-Cola,Alcoholic,232,5950,1945,4005,Robert Smith,Utah,West Billy
1-4235-3922-2,15859,Black Tea,8/30/2020,Dr. Pepper,Tea,193,1144,4638,-3494,Deborah Mcconnell,Colorado,West Chase
1-290-58738-8,27339,Green Tea,6/3/2023,Pepsi,Tea,661,4253,1064,3189,Elizabeth Terry,Maine,Jasonland
1-148-72646-2,5065,Black Tea,4/29/2021,Pepsi,Tea,437,1312,3307,-1995,Charles Gentry,Virginia,Kevinfurt
1-00-362857-5,36248,Energy Drink,9/11/2020,Coca-Cola,Soft Drink,768,5742,1072,4670,Mary Robbins,Maine,North Kelly
0-7313-8694-9,15332,Coffee,12/28/2022,Pepsi,Coffee,970,7963,5965,1998,April Johnson,Vermont,West Michael
1-74945-365-7,36640,Green Tea,12/24/2021,Dr. Pepper,Tea,645,9277,4088,5189,Aaron Edwards,Rhode Island,Lake Isaacbury
0-14-779307-6,29822,Beer,12/1/2020,Pepsi,Alcoholic,804,4498,5629,-1131,Justin Stewart,Oregon,Laurafurt
0-905703-00-6,6188,Energy Drink,8/12/2021,Coca-Cola,Soft Drink,272,2007,1074,933,Jessica Mullen,Hawaii,Pierceport
1-63435-400-1,89661,Lemonade,2/19/2020,Dr. Pepper,Soft Drink,843,9133,1861,7272,Amanda Baker,Wisconsin,Jonesborough
1-76937-646-1,5252,Energy Drink,6/3/2020,Coca-Cola,Soft Drink,290,8465,7433,1032,Albert Peters,Alabama,Traciland
0-18-751167-5,19763,Wine,4/25/2021,Pepsi,Alcoholic,132,1123,2655,-1532,Shawn Torres,Mississippi,Markchester
1-04-628713-3,4798,Cola,1/9/2023,Pepsi,Soft Drink,260,9951,6848,3103,Brian Maddox,Minnesota,Gutierrezview
0-277-75829-7,73063,Herbal Tea,9/3/2021,Coca-Cola,Tea,825,7682,7739,-57,Michael Robinson,Texas,Lake Michelle
1-64232-722-0,15783,Black Tea,3/5/2022,Dr. Pepper,Tea,146,9633,4187,5446,Carrie Gould,Kansas,Williamshire
0-9896961-8-9,83031,Energy Drink,6/27/2021,Coca-Cola,Soft Drink,426,9075,7221,1854,Carrie Edwards,Washington,Lawrenceshire
1-69952-888-8,68008,Vodka,7/27/2020,Coca-Cola,Alcoholic,487,2168,1163,1005,Eric Bond,New Jersey,Port Karen
1-988634-30-X,80111,Black Tea,12/29/2021,Dr. Pepper,Tea,750,3468,6626,-3158,Ethan Cortez,Arizona,East Susanfort
1-82696-991-8,58194,Lemonade,3/19/2021,Coca-Cola,Soft Drink,569,8073,3878,4195,Edward Smith,Vermont,Port Stevenside
0-325-22301-7,60308,Energy Drink,11/16/2020,Pepsi,Soft Drink,967,7548,3441,4107,Nathan Herman,Texas,Lake Jeffery
0-8447-9181-4,41417,Cola,5/27/2021,Pepsi,Soft Drink,212,3038,7767,-4729,Dean Ramirez,West Virginia,New Josephtown
0-7070-9434-8,81508,Beer,4/20/2021,Pepsi,Alcoholic,248,7618,3709,3909,Savannah Rubio,Texas,Hughesmouth
0-13-986933-6,65164,Vodka,4/13/2021,Coca-Cola,Alcoholic,287,6591,5678,913,Matthew Thornton,Maryland,New Kimberlystad
1-357-14798-8,96743,Energy Drink,2/14/2020,Dr. Pepper,Soft Drink,588,3162,2469,693,Jerry Zamora,Mississippi,Adamtown
1-68400-727-5,28432,Herbal Tea,3/22/2023,Pepsi,Tea,963,8273,3974,4299,Matthew Gray,Mississippi,South William
1-204-35957-1,11267,Black Tea,2/3/2020,Dr. Pepper,Tea,511,4784,3367,1417,Kristie Smith,Maryland,Jeffreyhaven
0-11-301471-6,20002,Vodka,12/25/2022,Dr. Pepper,Alcoholic,184,4150,7959,-3809,Melissa Fisher,Tennessee,Lisatown
0-8048-4680-4,54265,Energy Drink,2/15/2023,Coca-Cola,Soft Drink,957,1614,7641,-6027,Jacob Russell,Tennessee,New Micheal
1-198-07482-5,73074,Energy Drink,6/11/2020,Coca-Cola,Soft Drink,887,7197,6320,877,Lisa Daniels,Ohio,Cunninghamberg
0-02-042236-9,21662,Vodka,12/5/2020,Pepsi,Alcoholic,364,6622,973,5649,Joshua Parsons,Idaho,Ingramtown
0-457-75810-4,59379,Black Tea,8/25/2022,Coca-Cola,Tea,375,4965,3506,1459,Troy Pena,Delaware,West Josephhaven
0-7269-5122-6,39015,Cola,8/12/2021,Coca-Cola,Soft Drink,544,9340,2266,7074,Shannon Greene,North Carolina,Colleenview
0-01-368304-7,28342,Wine,1/31/2023,Dr. Pepper,Alcoholic,729,4277,4450,-173,Cheryl Bond,Hawaii,Huffmanton
1-235-71260-5,20028,Coffee,4/1/2023,Coca-Cola,Coffee,603,4606,779,3827,Linda Stevens,Colorado,Lamberttown
0-7239-2021-4,99702,Wine,12/2/2022,Dr. Pepper,Alcoholic,101,2094,2341,-247,Rachel Richardson,Wyoming,Hollyside
0-943130-20-4,70921,Coffee,6/23/2022,Coca-Cola,Coffee,562,9857,3977,5880,Madison Novak,Missouri,North Richardmouth
1-08-891163-3,20014,Lemonade,2/3/2021,Pepsi,Soft Drink,313,3502,6566,-3064,Christy Bauer,Idaho,Port Stacy
1-916108-39-3,89046,Wine,11/11/2021,Pepsi,Alcoholic,109,1301,2033,-732,Molly Jones,Minnesota,Deckerville
1-265-44683-0,28700,Beer,5/18/2022,Coca-Cola,Alcoholic,132,1214,4429,-3215,Troy Sanchez,South Dakota,Hillfort
1-70906-253-3,3425,Black Tea,5/10/2022,Dr. Pepper,Tea,588,8535,6045,2490,Candace Prince,Wisconsin,Gloverstad
1-9742-5893-9,55102,Black Tea,3/7/2020,Pepsi,Tea,939,1895,6212,-4317,Gary Palmer,Georgia,Danaville
0-442-88590-3,25470,Energy Drink,6/6/2023,Pepsi,Soft Drink,740,1339,828,511,Kyle Ferguson,Oregon,East Sydneyhaven
0-88385-025-7,63814,Green Tea,4/24/2020,Pepsi,Tea,460,7370,7735,-365,Christina Poole,Indiana,Russellchester
0-14-090467-0,27298,Cola,7/26/2021,Coca-Cola,Soft Drink,239,9926,3213,6713,Gilbert Allen,Iowa,Port Kevin
0-556-35896-1,61824,Herbal Tea,11/13/2022,Coca-Cola,Tea,461,5692,1633,4059,Lori Logan,Louisiana,South Andrewbury
1-65294-108-8,25934,Coffee,6/15/2023,Coca-Cola,Coffee,313,4770,591,4179,Jose Moore,Connecticut,Melaniemouth
1-4409-5832-7,23215,Coffee,3/30/2020,Dr. Pepper,Coffee,825,5951,6865,-914,Richard Hanna,Hawaii,Shieldsport
0-6487700-5-2,96735,Herbal Tea,8/15/2020,Dr. Pepper,Tea,632,6431,5613,818,Michael Simmons,Texas,Rogerschester
0-498-06120-5,78026,Lemonade,1/22/2022,Coca-Cola,Soft Drink,974,2137,633,1504,Tristan Diaz,Idaho,Mccanntown
1-872179-68-1,63696,Energy Drink,9/21/2020,Dr. Pepper,Soft Drink,541,6828,2910,3918,Jeffrey Dixon,Missouri,Hollyborough
1-67835-897-5,70165,Green Tea,1/28/2022,Coca-Cola,Tea,742,6755,7945,-1190,Cheryl Snow,California,Anthonyport
1-01-565286-7,26587,Wine,11/7/2021,Pepsi,Alcoholic,333,8235,5193,3042,Tonya Crawford,Utah,Billymouth
0-01-830749-3,47945,Herbal Tea,12/28/2021,Coca-Cola,Tea,808,6294,3689,2605,Stacy Green,Pennsylvania,Jackstad
0-18-830576-9,63490,Wine,4/19/2021,Coca-Cola,Alcoholic,237,3254,4762,-1508,Candice Daniels,Alaska,Rogersmouth
0-8108-6704-4,20009,Vodka,5/24/2022,Dr. Pepper,Alcoholic,612,2128,853,1275,Crystal Hernandez,Alaska,New Ricardo
0-388-52114-7,7491,Beer,3/5/2020,Dr. Pepper,Alcoholic,661,6904,5434,1470,Sergio Lee,Utah,Samanthaland
0-17-490324-3,87907,Energy Drink,10/19/2021,Pepsi,Soft Drink,188,9033,5251,3782,John Thompson,Michigan,Brandonport
1-301-38751-7,28056,Wine,1/12/2020,Pepsi,Alcoholic,341,2071,560,1511,Jessica Anderson,Tennessee,Mosleyton
1-871744-26-1,17900,Wine,10/17/2022,Pepsi,Alcoholic,395,8757,563,8194,Gloria Lawson,Vermont,Port Samuelbury
1-242-58050-6,70534,Wine,3/21/2023,Dr. Pepper,Alcoholic,332,8433,3198,5235,Troy Mcguire,Maryland,Reneeville
1-115-21196-X,83558,Black Tea,4/9/2021,Dr. Pepper,Tea,630,5191,4040,1151,Sheryl Ball,New Jersey,Cassieview
1-163-18277-X,28292,Lemonade,12/20/2021,Pepsi,Soft Drink,267,8260,4308,3952,Lisa Armstrong,Pennsylvania,Victorville
0-88454-604-7,29708,Lemonade,5/21/2021,Coca-Cola,Soft Drink,905,7242,2924,4318,Judy Bradley,Hawaii,Courtneyside
0-9592531-5-7,98798,Herbal Tea,7/18/2021,Coca-Cola,Tea,519,2434,5847,-3413,Kenneth Brown,Oklahoma,East Amber
1-65535-109-5,99821,Beer,5/30/2023,Coca-Cola,Alcoholic,943,9892,1018,8874,Victor Roberts,South Dakota,Port Joseph
1-04-066652-3,6389,Vodka,4/21/2021,Pepsi,Alcoholic,450,6308,6624,-316,Alyssa Valencia,Arizona,Watsonberg
0-226-75302-6,4696,Green Tea,6/27/2022,Coca-Cola,Tea,422,3864,7711,-3847,Jacob Brandt,Delaware,Heathershire
1-05-547107-3,88366,Green Tea,12/16/2021,Pepsi,Tea,681,8025,2063,5962,Meredith Ferguson,Colorado,Rivasville
0-333-18018-6,20002,Green Tea,7/1/2020,Coca-Cola,Tea,875,3104,2102,1002,Brittany Mccoy,Nebraska,East Dalestad
0-09-549196-1,51167,Wine,9/20/2021,Coca-Cola,Alcoholic,494,4629,907,3722,Melissa Blackburn,Mississippi,South Davidhaven
1-4753-8028-3,89199,Wine,10/26/2021,Pepsi,Alcoholic,346,8785,6677,2108,Daniel Caldwell,Pennsylvania,Oconnorfurt
1-331-95762-1,59181,Lemonade,7/2/2020,Pepsi,Soft Drink,977,6980,5880,1100,James Holland DDS,Georgia,Johnton
0-04-892303-6,41325,Beer,10/23/2022,Dr. Pepper,Alcoholic,623,8303,4993,3310,Steven Velez,West Virginia,Port Jeff
0-588-41643-6,83440,Black Tea,4/7/2021,Pepsi,Tea,671,4467,5597,-1130,Grant Vargas,Maine,New Jeffrey
0-206-11746-9,59193,Beer,6/24/2023,Coca-Cola,Alcoholic,592,9822,833,8989,Heidi Cabrera,South Dakota,North Holly
0-577-88955-9,44806,Beer,1/3/2023,Pepsi,Alcoholic,548,1281,5665,-4384,Katie Hughes,Georgia,Christinaside
1-320-96286-6,21617,Lemonade,9/28/2020,Dr. Pepper,Soft Drink,874,2125,4248,-2123,Joe Schroeder,Nevada,Sydneyview
0-933371-06-3,85931,Energy Drink,1/3/2023,Coca-Cola,Soft Drink,406,8921,993,7928,Stanley Gibson,Arkansas,Solomonmouth
1-214-57164-6,3738,Coffee,9/7/2021,Coca-Cola,Coffee,177,7833,3705,4128,Hayden Lewis,Kentucky,Port Stephaniefort
0-02-977346-6,46622,Black Tea,1/27/2023,Dr. Pepper,Tea,616,6663,7223,-560,Spencer Griffin,New York,Lake Tonymouth
0-205-53479-1,15063,Black Tea,3/21/2023,Coca-Cola,Tea,732,6200,3414,2786,Emily Campbell,New Hampshire,Bryanshire
1-61885-351-1,51060,Herbal Tea,6/8/2020,Pepsi,Tea,312,2042,4226,-2184,Mrs. Nancy Gordon,Utah,North Anthonymouth
1-5230-5078-0,19980,Herbal Tea,5/29/2021,Coca-Cola,Tea,805,6831,5465,1366,Tina Carter,Minnesota,West Cynthiaberg
1-4788-0584-6,2902,Beer,7/15/2023,Coca-Cola,Alcoholic,361,2416,2477,-61,Mr. Brian Peterson,Nebraska,North Meghan
1-161-37743-3,99098,Wine,1/14/2021,Coca-Cola,Alcoholic,274,5323,1131,4192,Jessica Weber,Ohio,Orozcoside
1-67594-479-2,58794,Energy Drink,12/4/2020,Coca-Cola,Soft Drink,995,7010,3224,3786,Tina Jones,Louisiana,West Laura
1-56634-117-5,59514,Cola,10/5/2022,Coca-Cola,Soft Drink,650,2560,2088,472,Scott Jordan,North Carolina,Jameschester
0-505-16061-7,44448,Coffee,9/29/2020,Dr. Pepper,Coffee,509,7367,2556,4811,Jessica Miller,Virginia,North Juan
0-699-95536-X,59482,Energy Drink,3/3/2020,Coca-Cola,Soft Drink,186,9383,6815,2568,Jonathan Aguilar,Oklahoma,Jennifertown
0-634-46857-X,54652,Vodka,2/14/2022,Coca-Cola,Alcoholic,814,7786,4317,3469,Carolyn Dickerson,Missouri,Jarviston
1-191-44601-8,96705,Coffee,7/21/2022,Dr. Pepper,Coffee,273,1396,1276,120,Gabriella Reynolds,Arizona,West Kristenside
